Feature_Pair,Accuracy_Class_1,Accuracy_Class_2,Accuracy_Class_3,AUC_Class_1,AUC_Class_2,AUC_Class_3,Sensitivity_class_1,Sensitivity_class_2,Sensitivity_class_3,Specificity_class_1,Specificity_class_2,Specificity_class_3,LR_positive_class_1,LR_positive_class_2,LR_positive_class_3,LR_negative_class_1,LR_negative_class_2,LR_negative_class_3,F1score_class_1,F1score_class_2,F1score_class_3,Classification_error,Pairwise_classification_accuracy,Rank_score,Alpha_1,Alpha_2,Beta_1,Beta_2,Beta_3,Beta_4,Beta_5,Beta_6,Mean_1,Mean_2,Mean_3,Mean_4,Mean_5,Mean_6,SD_1,SD_2,SD_3,SD_4,SD_5,SD_6,azimilide,bepridil,disopyramide,dofetilide,ibutilide,quinidine,sotalol,vandetanib,astemizole,chlorpromazine,cisapride,clarithromycin,clozapine,domperidone,droperidol,ondansetron,pimozide,risperidone,terfenadine,diltiazem,loratadine,metoprolol,mexiletine,nifedipine,nitrendipine,ranolazine,tamoxifen,verapamil
qNet-dvdtmax-vmax-vrest-max_dv-camax,0.8125,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.26572164,0.91943128,0.733333333,-17.12593374,16.63104404,-25.13673747,-37.91766002,15.43939227,13.11673129,8.286254548,-3.626271531,64.09733802,72.39906799,41.22437831,-88.02084897,-0.298881594,0.000245491,12.52235177,1.261624597,0.812209574,0.009432504,0.064078571,1.78E-05,1,0.9965,0.235,1,1,1,0.9945,1,0.938,0.992,0.9985,0.9975,0.934,0.0075,0.9335,1,0.0165,0.9995,0.998,0.9995,0.9355,0.828,1,1,1,1,0.003,0.991
qNet-dvdtmax-vmax-APD50-max_dv-camax,0.8125,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.269809641,0.914691943,0.733333333,-19.20882765,14.75529637,-34.06578898,-41.99176717,20.6781369,-25.14668401,18.92952872,2.994346859,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,0.000245491,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,1.78E-05,1,0.997,0.201,1,1,0.9995,0.986,0.9985,0.895,0.99,0.995,0.997,0.92,0.0035,0.919,1,0.008,0.958,0.9945,1,1,0.8125,1,1,1,0.998,0.0515,0.9885
qNet-dvdtmax-vmax-APD50-max_dv-carest,0.875,0.625,0.75,0.945454545,0.698015873,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.269808091,0.914691943,0.733333333,-18.79988408,15.06727616,-33.41115165,-41.63729112,19.80394259,-22.98086738,17.15380671,2.586902262,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,7.48E-05,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,9.00E-07,1,0.997,0.2055,1,1,0.9995,0.9855,0.9985,0.895,0.99,0.995,0.997,0.9205,0.0035,0.919,1,0.008,0.9595,0.9945,1,1,0.811,1,1,1,0.998,0.0455,0.989
qNet-dvdtmax-vmax-APD50-max_dv-CaTD50,0.8125,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.268803021,0.914691943,0.733333333,-19.6878967,13.99662116,-34.79102213,-39.68443523,19.45941075,-19.26864251,18.20102404,-3.156433234,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,314.3122396,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,14.34918714,1,0.997,0.205,1,1,0.9995,0.986,0.9985,0.893,0.99,0.995,0.997,0.917,0.0035,0.92,1,0.007,0.9545,0.9945,1,1,0.8195,1,1,1,0.9985,0.0645,0.9875
qNet-dvdtmax-vmax-APD50-max_dv-CaTD90,0.8125,0.625,0.75,0.945454545,0.682539683,0.833072917,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.4000006,0.734694219,0.333334222,0.727272727,0.5,0.6,0.269212425,0.914691943,0.733333333,-19.4060802,14.55138564,-34.01145024,-48.94312535,24.0847305,-25.64375525,21.28301761,-2.482199214,64.09733802,72.39906799,41.22437831,286.8620938,-0.298881594,747.0841354,12.52235177,1.261624597,0.812209574,53.76993945,0.064078571,29.43244193,1,0.997,0.185,1,1,0.9995,0.9855,0.9985,0.892,0.99,0.9945,0.997,0.9165,0.0045,0.9165,1,0.007,0.9525,0.9945,1,1,0.822,1,1,1,0.9985,0.082,0.9875
qNet-dvdtmax-vmax-APD50-camax-carest,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.268896544,0.914691943,0.733333333,-16.4622068,17.15370712,-32.00578367,-36.9023217,12.44753564,-4.219862723,-15.89883155,16.39393458,64.09733802,72.39906799,41.22437831,286.8620938,0.000245491,7.48E-05,12.52235177,1.261624597,0.812209574,53.76993945,1.78E-05,9.00E-07,1,0.9985,0.233,1,1,0.9995,0.979,0.999,0.875,0.99,0.9925,0.997,0.923,0.0025,0.9205,1,0.0035,0.999,0.9905,1,0.999,0.8155,1,1,1,0.998,0.0105,0.9915
qNet-dvdtmax-vmax-APD50-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.269024604,0.914691943,0.733333333,-17.55559526,16.71457507,-36.68982709,-29.39324171,10.50277057,-7.376752502,4.720259238,0.938164351,64.09733802,72.39906799,41.22437831,286.8620938,7.48E-05,314.3122396,12.52235177,1.261624597,0.812209574,53.76993945,9.00E-07,14.34918714,1,0.9985,0.238,1,1,0.9995,0.978,0.9995,0.8705,0.9895,0.994,0.9965,0.9275,0.0025,0.9225,1,0.0025,1,0.9875,0.9995,0.9825,0.833,1,1,0.999,0.9975,0.003,0.9915
qNet-dvdtmax-vmax-APD50-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.260125479,0.91943128,0.733333333,-17.56259262,16.25740328,-37.24775028,-27.52863525,0.644955339,-59.20585615,31.24049116,49.17920815,64.09733802,72.39906799,41.22437831,286.8620938,7.48E-05,747.0841354,12.52235177,1.261624597,0.812209574,53.76993945,9.00E-07,29.43244193,1,0.9985,0.256,1,1,0.9995,0.9865,1,0.9565,0.991,0.9945,0.9975,0.93,0.005,0.9365,1,0.0195,1,0.9945,0.9995,0.9975,0.811,1,1,0.9995,1,0.008,0.9925
qNet-dvdtmax-vmax-APD50-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.666666667,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.258429925,0.91943128,0.733333333,-31.54965682,1.131817385,-48.82032823,34.2986188,-17.04202176,25.1938572,-48.79653634,52.5867259,64.09733802,72.39906799,41.22437831,286.8620938,314.3122396,747.0841354,12.52235177,1.261624597,0.812209574,53.76993945,14.34918714,29.43244193,1,0.9965,0.351,1,0.9995,1,0.9845,0.9975,0.9,0.9905,0.9965,0.9975,0.9255,0.002,0.9335,1,0.007,0.972,0.992,1,0.9985,0.8605,1,0.9825,1,1,0.0185,0.989
qNet-dvdtmax-vmax-APD90-camax-carest,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.268864335,0.91943128,0.733333333,-16.91645289,16.2569463,-23.96211112,-35.17801622,15.79464501,3.750294487,-18.65536976,19.32514724,64.09733802,72.39906799,41.22437831,363.9871979,0.000245491,7.48E-05,12.52235177,1.261624597,0.812209574,83.19192952,1.78E-05,9.00E-07,1,0.9995,0.238,1,1,0.9995,0.9805,0.999,0.8975,0.9895,0.9945,0.993,0.9235,0.0015,0.9195,1,0.0085,0.9985,0.988,1,0.999,0.78,1,1,1,0.9995,0.0195,0.9915
qNet-dvdtmax-vmax-APD90-camax-CaTD50,0.875,0.625,0.75,0.945454545,0.698412698,0.84375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.254400925,0.924170616,0.733333333,-26.54341669,5.277711451,-31.63842996,-13.73943034,14.3716384,54.92168301,-20.77100357,-26.7710121,64.09733802,72.39906799,41.22437831,363.9871979,0.000245491,314.3122396,12.52235177,1.261624597,0.812209574,83.19192952,1.78E-05,14.34918714,1,0.9965,0.3685,1,0.9995,1,0.993,0.9975,0.9385,0.9925,0.9995,0.997,0.9255,0.0015,0.9395,0.9995,0.015,0.956,0.9975,1,1,0.802,1,1,1,1,0.0665,0.99
qNet-dvdtmax-vmax-APD90-carest-CaTD90,0.8125,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.273076873,0.91943128,0.733333333,-20.03004569,13.56780463,-26.76610742,-29.29415788,22.03749618,28.88109311,-7.093333992,-20.14225763,64.09733802,72.39906799,41.22437831,363.9871979,7.48E-05,747.0841354,12.52235177,1.261624597,0.812209574,83.19192952,9.00E-07,29.43244193,1,0.9995,0.2675,1,1,0.9995,0.9805,1,0.896,0.989,0.998,0.993,0.9305,5.00E-04,0.926,1,0.0075,0.9965,0.986,0.9995,0.887,0.801,1,1,1,0.9975,0.0055,0.9915
qNet-dvdtmax-vmax-APD90-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857545,0.333334222,0.75,0.571428571,0.6,0.249340558,0.924170616,0.733333333,-43.16349707,-10.97359852,-38.63552705,19.12767123,-1.408671469,41.47092192,-58.87110314,72.10982223,64.09733802,72.39906799,41.22437831,363.9871979,314.3122396,747.0841354,12.52235177,1.261624597,0.812209574,83.19192952,14.34918714,29.43244193,1,0.9965,0.4455,1,1,1,0.9925,0.998,0.9435,0.992,0.999,0.997,0.9355,5.00E-04,0.945,0.9995,0.019,0.991,0.997,1,0.9925,0.8385,1,0.9715,1,1,0.012,0.99
qNet-dvdtmax-vmax-max_dv-camax-carest,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.269209322,0.914691943,0.733333333,-16.57541544,16.81476817,-27.84339778,-35.58118105,13.64310909,-0.235558391,-17.78597544,18.36170981,64.09733802,72.39906799,41.22437831,-0.298881594,0.000245491,7.48E-05,12.52235177,1.261624597,0.812209574,0.064078571,1.78E-05,9.00E-07,1,0.9985,0.2355,1,1,0.999,0.979,0.9985,0.883,0.99,0.9935,0.9955,0.921,0.0025,0.9195,1,0.0045,0.9985,0.9885,1,0.999,0.798,1,1,1,0.999,0.016,0.992
qNet-dvdtmax-vmax-max_dv-camax-CaTD50,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.267639972,0.91943128,0.733333333,-20.20260565,13.15643244,-35.36234485,-24.85840072,12.6032516,10.9918447,-3.573325257,-9.131081411,64.09733802,72.39906799,41.22437831,-0.298881594,0.000245491,314.3122396,12.52235177,1.261624597,0.812209574,0.064078571,1.78E-05,14.34918714,1,0.997,0.2355,1,1,0.9995,0.9805,0.9975,0.89,0.9895,0.995,0.997,0.9175,0.003,0.9225,1,0.0055,0.9585,0.99,1,1,0.8205,1,1,1,0.998,0.0505,0.9895
qNet-dvdtmax-vmax-max_dv-camax-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.268927977,0.914691943,0.733333333,-18.78841888,14.96692708,-30.9016049,-29.43771565,15.85680114,4.927846549,1.708338382,-4.878821694,64.09733802,72.39906799,41.22437831,-0.298881594,0.000245491,747.0841354,12.52235177,1.261624597,0.812209574,0.064078571,1.78E-05,29.43244193,1,0.999,0.228,1,1,0.9995,0.977,1,0.8775,0.9885,0.9955,0.9945,0.928,0.002,0.9215,1,0.0045,0.9955,0.9865,1,0.9995,0.8195,1,1,1,0.9975,0.0065,0.991
qNet-dvdtmax-vmax-max_dv-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.267292637,0.91943128,0.733333333,-18.01319986,15.72777728,-30.8340146,-21.72833748,9.512594511,-3.262070819,7.411239917,4.056459372,64.09733802,72.39906799,41.22437831,-0.298881594,7.48E-05,747.0841354,12.52235177,1.261624597,0.812209574,0.064078571,9.00E-07,29.43244193,1,0.9995,0.253,1,1,0.9995,0.977,1,0.8755,0.989,0.996,0.994,0.929,0.0015,0.9215,1,0.005,1,0.985,0.9995,0.999,0.82,1,1,1,0.998,0.004,0.992
qNet-dvdtmax-vmax-max_dv-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.698412698,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.263113883,0.91943128,0.733333333,-26.03289102,7.005038786,-44.53178784,-0.935352526,-0.90805856,9.982375049,-28.48078513,30.0602107,64.09733802,72.39906799,41.22437831,-0.298881594,314.3122396,747.0841354,12.52235177,1.261624597,0.812209574,0.064078571,14.34918714,29.43244193,1,0.9965,0.283,1,1,1,0.9875,0.997,0.8965,0.99,0.9965,0.9975,0.9225,0.003,0.9265,1,0.007,0.963,0.995,1,1,0.844,1,1,1,1,0.0305,0.989
qNet-dvdtmax-vmax-camax-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.268236442,0.914691943,0.733333333,-16.56464765,16.80543265,-33.99058993,-34.01692762,10.12147604,-19.83746355,16.92492432,-3.581124966,64.09733802,72.39906799,41.22437831,0.000245491,7.48E-05,314.3122396,12.52235177,1.261624597,0.812209574,1.78E-05,9.00E-07,14.34918714,1,0.998,0.239,1,1,0.999,0.9805,0.998,0.8775,0.9905,0.992,0.997,0.9205,0.003,0.9225,1,0.0035,0.9985,0.991,1,0.999,0.8175,1,1,0.9995,0.9985,0.0125,0.9915
qNet-dvdtmax-vmax-camax-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.682539683,0.833333333,0.6,0.428571429,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.545454545,0.6,0.269115023,0.91943128,0.733333333,-16.59778318,16.71226311,-26.72806784,-35.21720722,13.94332785,-18.01606562,19.05880127,0.70692179,64.09733802,72.39906799,41.22437831,0.000245491,7.48E-05,747.0841354,12.52235177,1.261624597,0.812209574,1.78E-05,9.00E-07,29.43244193,1,0.9985,0.236,1,1,0.9995,0.9795,0.999,0.8875,0.99,0.994,0.995,0.9205,0.002,0.9195,1,0.006,0.9985,0.988,1,0.999,0.793,1,1,1,0.9995,0.017,0.992
qNet-dvdtmax-vmax-carest-CaTD50-CaTD90,0.875,0.625,0.75,0.945454545,0.714285714,0.833333333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.251697072,0.924170616,0.733333333,-32.11540112,0.057281894,-43.5528632,34.38929942,-19.01990282,15.74857863,-48.26056041,80.32347321,64.09733802,72.39906799,41.22437831,7.48E-05,314.3122396,747.0841354,12.52235177,1.261624597,0.812209574,9.00E-07,14.34918714,29.43244193,1,0.9965,0.3785,1,1,1,0.992,0.9985,0.9415,0.991,0.9965,0.9975,0.9285,0.002,0.937,0.9995,0.018,0.9935,0.9955,1,0.999,0.842,1,1,1,1,0.0145,0.99
qNet-dvdtmax-vrest-APD50-APD90-camax,0.8125,0.625,0.75,0.927272727,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.247417862,0.924170616,0.733333333,-14.02318141,15.65149683,-34.68913286,-14.74556849,7.156482297,-33.97659538,33.72012532,0.74923719,64.09733802,72.39906799,-88.02084897,286.8620938,363.9871979,0.000245491,12.52235177,1.261624597,0.009432504,53.76993945,83.19192952,1.78E-05,1,0.9985,0.404,1,1,0.9985,0.9965,1,0.963,0.988,1,0.9985,0.9065,0.0065,0.9555,0.9985,0.0305,0.943,0.998,0.9995,1,0.8015,1,1,1,0.9955,0.1085,0.988
qNet-dvdtmax-vrest-APD50-APD90-carest,0.8125,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.249147858,0.924170616,0.733333333,-13.78931587,15.92023755,-29.92650875,-15.1226017,11.45184578,-16.26921018,21.31688307,-1.089165318,64.09733802,72.39906799,-88.02084897,286.8620938,363.9871979,7.48E-05,12.52235177,1.261624597,0.009432504,53.76993945,83.19192952,9.00E-07,1,0.9985,0.3915,1,1,0.9985,0.9955,1,0.9645,0.988,1,0.999,0.908,0.0075,0.9555,0.9985,0.033,0.9485,0.998,0.9995,1,0.8065,1,1,1,0.9955,0.076,0.988
qNet-dvdtmax-vrest-APD50-APD90-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.874739583,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.244020479,0.928909953,0.733333333,-17.17789883,12.55595396,-48.22599324,-6.107857187,-5.384879188,-73.18620445,74.12376787,-8.290924079,64.09733802,72.39906799,-88.02084897,286.8620938,363.9871979,314.3122396,12.52235177,1.261624597,0.009432504,53.76993945,83.19192952,14.34918714,1,0.998,0.429,1,1,0.9985,0.9965,1,0.956,0.99,1,0.9985,0.909,0.004,0.961,0.9985,0.0285,0.941,0.9985,0.9995,1,0.7875,1,1,1,0.9965,0.157,0.989
qNet-dvdtmax-vrest-APD50-camax-carest,0.875,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.252796244,0.924170616,0.733333333,-13.92153113,16.11834881,-23.07642036,-14.19965184,18.39096699,13.57261987,2.666973529,-5.781036034,64.09733802,72.39906799,-88.02084897,286.8620938,0.000245491,7.48E-05,12.52235177,1.261624597,0.009432504,53.76993945,1.78E-05,9.00E-07,1,0.9985,0.3655,1,1,0.9985,0.995,1,0.962,0.9885,1,0.9985,0.9155,0.0075,0.9505,0.9985,0.033,0.965,0.9985,0.9995,1,0.819,1,1,0.9995,0.9955,0.016,0.988
qNet-dvdtmax-vrest-APD50-camax-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.251852739,0.924170616,0.733333333,-16.35296438,14.25761182,-22.36395142,-9.634573142,16.79738239,33.74058926,-13.18550955,-11.06708022,64.09733802,72.39906799,-88.02084897,286.8620938,0.000245491,314.3122396,12.52235177,1.261624597,0.009432504,53.76993945,1.78E-05,14.34918714,1,0.9975,0.3725,1,1,0.999,0.9965,1,0.956,0.9905,1,0.998,0.912,0.005,0.9455,0.9985,0.029,0.9455,0.999,1,1,0.8125,1,1,1,0.999,0.071,0.989
qNet-dvdtmax-vrest-APD50-carest-CaTD50,0.875,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.252387395,0.924170616,0.733333333,-18.00722659,13.04773762,-21.09646188,-2.698227569,20.19097968,40.00400871,-11.83231389,-11.54359416,64.09733802,72.39906799,-88.02084897,286.8620938,7.48E-05,314.3122396,12.52235177,1.261624597,0.009432504,53.76993945,9.00E-07,14.34918714,1,0.9975,0.379,1,1,0.999,0.9935,1,0.9545,0.99,1,0.998,0.921,0.004,0.948,0.999,0.032,0.9655,0.999,0.9995,0.9925,0.8215,1,1,1,0.9985,0.0225,0.9895
qNet-dvdtmax-vrest-APD50-carest-CaTD90,0.875,0.625,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.254431582,0.924170616,0.733333333,-16.17593528,16.16201999,-25.22189624,-22.69041995,13.08422597,-29.28922164,18.6701674,36.73308702,64.09733802,72.39906799,-88.02084897,286.8620938,7.48E-05,747.0841354,12.52235177,1.261624597,0.009432504,53.76993945,9.00E-07,29.43244193,1,0.998,0.318,1,1,0.9995,0.9965,1,0.9645,0.9925,1,0.998,0.9265,0.008,0.952,0.9985,0.032,1,0.9985,0.9995,0.9985,0.8045,1,1,0.9995,1,0.0045,0.991
qNet-dvdtmax-vrest-APD90-max_dv-CaTD50,0.8125,0.625,0.75,0.927272727,0.73015873,0.854166667,0.6,0.428571429,0.75,0.909090909,0.777777778,0.666666667,6.599938401,1.92856725,2.999992,0.440000616,0.734694219,0.333334222,0.666666667,0.5,0.6,0.230807834,0.928909953,0.733333333,-42.23513136,47.91548778,-12.74690087,-84.45024709,120.6897505,10.78461388,43.13849655,39.86488162,64.09733802,72.39906799,-88.02084897,363.9871979,-0.298881594,314.3122396,12.52235177,1.261624597,0.009432504,83.19192952,0.064078571,14.34918714,1,0.9985,0.888,1,1,0.9945,1,1,0.9415,0.9905,0.938,0.9395,0.896,0.005,0.765,0.5135,0.018,0.799,0.9955,1,1,0.5935,1,1,1,0.91,0.538,0.9805
qNet-dvdtmax-vrest-APD90-camax-carest,0.875,0.625,0.75,0.945454545,0.714285714,0.875,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.75,0.571428571,0.6,0.251947091,0.924170616,0.733333333,-14.07347363,15.87923761,-26.36010774,-13.63196662,15.47535709,10.01426122,3.597981137,-5.384922814,64.09733802,72.39906799,-88.02084897,363.9871979,0.000245491,7.48E-05,12.52235177,1.261624597,0.009432504,83.19192952,1.78E-05,9.00E-07,1,0.9985,0.3755,1,1,0.9985,0.995,1,0.9625,0.9885,1,0.999,0.915,0.0075,0.954,0.9985,0.033,0.96,0.9985,0.9995,1,0.815,1,1,1,0.996,0.024,0.9885
qNet-dvdtmax-vrest-APD90-camax-CaTD50,0.8125,0.625,0.75,0.945454545,0.714285714,0.864583333,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.245782134,0.928909953,0.733333333,-17.8953687,12.46944544,-32.06739636,-6.348717119,8.267700581,29.10003107,-11.69001896,-13.99501734,64.09733802,72.39906799,-88.02084897,363.9871979,0.000245491,314.3122396,12.52235177,1.261624597,0.009432504,83.19192952,1.78E-05,14.34918714,1,0.9975,0.3995,1,1,0.999,0.996,1,0.9545,0.9905,1,0.999,0.912,0.004,0.9515,0.999,0.0285,0.9365,0.999,1,1,0.8035,1,1,1,0.999,0.1545,0.989
qNet-dvdtmax-vrest-APD90-carest-CaTD50,0.8125,0.625,0.75,0.945454545,0.698412698,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,6.599938401,1.92856725,2.999992,0.4000006,0.642857679,0.333334222,0.727272727,0.571428571,0.6,0.247952599,0.928909953,0.733333333,-20.35383159,10.46277212,-33.48979708,1.345122823,9.37023174,36.47354173,-11.3146042,-16.55469047,64.09733802,72.39906799,-88.02084897,363.9871979,7.48E-05,314.3122396,12.52235177,1.261624597,0.009432504,83.19192952,9.00E-07,14.34918714,1,0.998,0.412,1,1,0.999,0.994,1,0.9535,0.9905,1,0.998,0.915,0.003,0.957,0.999,0.0295,0.9475,0.999,0.9995,0.999,0.8145,1,1,1,0.9985,0.08,0.99
qNet-dvdtmax-vrest-APD90-carest-CaTD90,0.875,0.6875,0.75,0.945454545,0.714285714,0.854166667,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,2.142853714,2.999992,0.4000006,0.642857545,0.333334222,0.75,0.571428571,0.6,0.254651717,0.924170616,0.733333333,-16.06088444,16.45141141,-17.74763055,-22.77000571,19.97404491,-20.73215771,16.12493019,36.97413283,64.09733802,72.39906799,-88.02084897,363.9871979,7.48E-05,747.0841354,12.52235177,1.261624597,0.009432504,83.19192952,9.00E-07,29.43244193,1,0.998,0.3045,1,1,0.9995,0.9965,1,0.9645,0.9925,1,0.998,0.931,0.008,0.9505,0.9985,0.0325,1,0.9985,0.9995,0.9965,0.814,1,1,0.9995,1,0.0035,0.991
qNet-dvdtmax-vrest-max_dv-camax-carest,0.8125,0.625,0.75,0.945454545,0.698412698,0.84375,0.6,0.571428571,0.75,0.909090909,0.666666667,0.75,8.799914201,1.714283571,2.999992,0.440000616,0.642857679,0.333334222,0.666666667,0.571428571,0.6,0.265158121,0.91943128,0.733333333,-14.36286764,17.06415006,-35.04614511,-20.52289674,11.56004647,-0.750840039,1.860589891,-2.95165327,64.09733802,72.39906799,-88.02084897,-0.298881594,0.000245491,7.48E-05,12.52235177,1.261624597,0.009432504,0.064078571,1.78E-05,9.00E-07,1,0.9985,0.316,1,1,0.998,0.9925,1,0.9265,0.987,0.999,0.9985,0.921,0.009,0.941,0.999,0.015,0.9975,0.9975,0.9995,0.8755,0.837,1,1,0.999,0.995,0.0025,0.9905
